timestamp_utc,oracle_round_id,oracle_price_usd,spot_price_usd,oracle_lag_pct,momentum_30s,momentum_60s,slope,sigma_short,sigma_long,sigma_ratio,obi,cvd_60s,tau,tau_sq,funding_rate
2026-02-21T11:55:02,,,,,,,,,,,,0.0000000000,,,
2026-02-21T11:55:03,55340232221131973042,68092.6103440000,,,,,,,,,,0.0000000000,,,
2026-02-21T11:55:04,55340232221131973042,68092.6103440000,,,,,,,,,0.4593816031,0.0047700000,,,
2026-02-21T11:55:05,55340232221131973042,68092.6103440000,68108.0100000000,0.0226157522,,,,,,,0.4650418996,0.0047700000,,,
2026-02-21T11:55:06,55340232221131973042,68092.6103440000,68108.0100000000,0.0226157522,,,,0.0000000000,0.0000000000,,0.4640778185,0.0056600000,,,
2026-02-21T11:55:07,55340232221131973042,68092.6103440000,68108.0100000000,0.0226157522,,,,0.0000000000,0.0000000000,,0.5149898453,0.0734500000,,,
2026-02-21T11:55:08,55340232221131973042,68092.6103440000,68108.0000000000,0.0226010663,,,,0.0000000360,0.0000000254,1.4142135624,0.5477727378,0.1219200000,,,
2026-02-21T11:55:09,55340232221131973042,68092.6103440000,68108.0100000000,0.0226157522,,,,0.0000000501,0.0000000357,1.4034041283,0.5528155934,0.1235000000,,,
2026-02-21T11:55:10,55340232221131973042,68092.6103440000,68108.0100000000,0.0226157522,,,,0.0000000486,0.0000000352,1.3815315565,0.9127659226,0.1238400000,,,
2026-02-24T18:16:51,55340232221131981407,63982.9609770000,64023.2900000000,0.0630308794,,,,,,,-0.0454748313,0.0212700000,0.6300000000,0.3969000000,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:52,55340232221131981407,63982.9609770000,64023.2900000000,0.0630308794,,,,0.0000000000,0.0000000000,,-0.0454748313,0.0210700000,0.6300000000,0.3969000000,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:53,55340232221131981407,63982.9609770000,64023.2900000000,0.0630308794,,,,0.0000000000,0.0000000000,,-0.0454748313,2.8168500000,0.6233333333,0.3885444444,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:54,55340232221131981408,64008.5084240000,64040.0000000000,0.0491990468,,,,0.0000639230,0.0000452004,1.4142135624,-0.0454748313,3.5709900000,0.6233333333,0.3885444444,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:55,55340232221131981408,64008.5084240000,64040.0000000000,0.0491990468,,,,0.0000619757,0.0000445172,1.3921725216,-0.0454748313,3.5704800000,0.6166666667,0.3802777778,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:56,55340232221131981408,64008.5084240000,64040.0000000000,0.0491990468,,,,0.0000600877,0.0000438444,1.3704749986,-0.0454748313,3.5534900000,0.6166666667,0.3802777778,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:57,55340232221131981408,64008.5084240000,64040.0100000000,0.0492146697,,,,0.0000582572,0.0000431817,1.3491156656,-0.0454748313,3.5779800000,0.6100000000,0.3721000000,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:58,55340232221131981408,64008.5084240000,64040.0000000000,0.0491990468,,,,0.0000564824,0.0000425291,1.3280892356,-0.0454748313,3.5781400000,0.6100000000,0.3721000000,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:16:59,55340232221131981408,64008.5084240000,64040.0000000000,0.0491990468,,,,0.0000547617,0.0000418863,1.3073904743,-0.0454748313,3.5777400000,0.6033333333,0.3640111111,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:00,55340232221131981408,64008.5084240000,64040.0100000000,0.0492146697,,,,0.0000530935,0.0000412532,1.2870143682,-0.0454748313,2.2090000000,0.6033333333,0.3640111111,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:01,55340232221131981408,64008.5084240000,64032.9300000000,0.0381536402,,,,0.0000581655,0.0000449165,1.2949686265,-0.0454748313,2.1953000000,0.5966666667,0.3560111111,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:02,55340232221131981408,64008.5084240000,64032.9200000000,0.0381380173,,,,0.0000563935,0.0000442376,1.2747861170,-0.0454748313,0.4340200000,0.5966666667,0.3560111111,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:03,55340232221131981408,64008.5084240000,64028.3500000000,0.0309983415,,,,0.0000574026,0.0000452888,1.2674771325,-0.0454748313,0.4121300000,0.5900000000,0.3481000000,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:04,55340232221131981408,64008.5084240000,64025.9800000000,0.0272957087,,,,0.0000563876,0.0000450627,1.2513128225,-0.0454748313,0.4128100000,0.5900000000,0.3481000000,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:05,55340232221131981408,64008.5084240000,64025.9800000000,0.0272957087,,,,0.0000546698,0.0000443817,1.2318106499,-0.0454748313,0.4564000000,0.5833333333,0.3402777778,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:06,55340232221131981408,64008.5084240000,64025.9800000000,0.0272957087,,,,0.0000530043,0.0000437109,1.2126124259,-0.0454748313,0.4564000000,0.5833333333,0.3402777778,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:07,55340232221131981408,64008.5084240000,64025.9800000000,0.0272957087,,,,0.0000513896,0.0000430502,1.1937134133,-0.0454642248,0.4556700000,0.5766666667,0.3325444444,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454642248
2026-02-24T18:17:08,55340232221131981408,64008.5084240000,64025.9700000000,0.0272800858,,,,0.0000498241,0.0000423995,1.1751090560,-0.0454748313,0.4550600000,0.5766666667,0.3325444444,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
2026-02-24T18:17:09,55340232221131981408,64008.5084240000,64025.9800000000,0.0272957087,,,,0.0000483063,0.0000417587,1.1567946674,-0.0454748313,0.4739800000,0.5700000000,0.3249000000,-0.0000095400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0454748313
