timestamp_utc,oracle_round_id,oracle_price_usd,spot_price_usd,oracle_lag_pct,momentum_30s,momentum_60s,slope,sigma_short,sigma_long,sigma_ratio,obi,cvd_60s,tau,tau_sq,funding_rate,pm_best_bid,pm_best_ask,pm_mid_prob,pm_spread,pm_obi,bucket_start_ts,end_price,label
2026-02-22T08:45:00,55340232221131975231,67944.4750000000,67959.1300000000,0.0215690827,0.0000000000,-0.0000719524,-1.2901515152,0.0000033914,0.0000084127,0.4031277579,-0.1654718866,-2.0184300000,0.0033333333,0.0000111111,0.0000036600,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.1654718866,1771749900,67955.03,0
2026-02-22T08:50:00,55340232221131975240,67942.1817624000,67955.0200000000,0.0188958277,-0.0000111838,-0.0000110367,-0.1406420606,0.0000014018,0.0000019133,0.7326521140,-0.1602508708,-1.1885100000,0.0066666667,0.0000444444,0.0000039100,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.1602508708,1771750200,67956.67,1
2026-02-22T08:55:00,55340232221131975249,67937.0485500000,67956.6700000000,0.0288818111,0.0001384802,0.0001292083,-0.1029090182,0.0000266132,0.0000207009,1.2856107942,0.0001565615,-1.4972000000,0.0033333333,0.0000111111,0.0000034500,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0001565615,1771750500,67979.01,1
2026-02-22T09:14:13,55340232221131975254,67964.2398230800,67979.0100000000,0.0217322771,0.0001665359,0.0001665359,0.2607176225,0.0000206026,0.0000197514,1.0430954492,-0.0477039435,0.0000000000,0.3200000000,0.1024000000,0.0000037900,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0477039435,1771751400,68015.99,1
2026-02-22T09:32:11,55340232221131975254,67964.2398230800,67979.0100000000,0.0217322771,0.0001665359,0.0001665359,0.2607176225,0.0000206026,0.0000197514,1.0430954492,-0.0434712849,0.0000000000,0.1400000000,0.0196000000,0.0000037900,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0434712849,1771752600,67979.01,0
2026-02-22T10:05:28,55340232221131975254,67964.2398230800,68015.9900000000,0.0761432439,0.0007102323,0.0007103794,0.2607176225,0.0001306341,0.0000947550,1.3786520567,-0.0000626331,0.0000000000,0.9900000000,0.9801000000,0.0000081700,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0000626331,1771754700,68045.42,1
2026-02-22T10:10:00,55340232221131975381,68029.2800000000,68045.4200000000,0.0237250784,0.0000001470,0.0000000000,0.4215733561,0.0000147856,0.0000364857,0.4052436364,0.0093833502,-2.3133400000,0.0033333333,0.0000111111,0.0000202900,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0093833502,1771755000,68045.42,0
2026-02-22T10:15:00,55340232221131975389,68026.8843151000,68045.4200000000,0.0272475876,0.0000001470,0.0000001470,-0.2701715011,0.0000001013,0.0000006348,0.1595346902,-0.0076406394,-0.1443400000,0.0033333333,0.0000111111,0.0000210800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0076406394,1771755300,68059.42,1
2026-02-22T10:20:00,55340232221131975398,68026.8200000000,68059.4200000000,0.0479222754,0.0002548098,0.0004078151,2.2853748924,0.0000359260,0.0000278853,1.2883465271,0.0022749988,2.1834000000,0.0066666667,0.0000444444,0.0000216600,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0022749988,1771755600,68106.15,1
2026-02-22T10:25:00,55340232221131975407,68091.3973216100,68106.1500000000,0.0216659945,-0.0000001468,-0.0000001468,0.5391884276,0.0000037894,0.0000130062,0.2913564621,-0.0051826796,1.0133600000,0.0033333333,0.0000111111,0.0000234500,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0051826796,1771755900,68090.43,0
2026-02-22T10:30:00,55340232221131975416,68074.1200000000,68090.4300000000,0.0239591786,0.0000000000,0.0001010472,0.7258181818,0.0000047936,0.0000101551,0.4720378549,-0.0079346588,-0.3624000000,0.0066666667,0.0000444444,0.0000238900,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0079346588,1771756200,68078.2,0
2026-02-22T10:35:00,55340232221131975424,68063.8600000000,68078.2100000000,0.0210831416,0.0000001469,-0.0001794833,-2.1849355942,0.0000092820,0.0000259634,0.3575044120,-0.0100821130,-1.8459600000,1.0000000000,1.0000000000,0.0000262000,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0100821130,1771756500,68083.32,1
2026-02-22T10:40:00,55340232221131975432,68085.1522909600,68078.0400000000,-0.0104461703,-0.0003812544,-0.0003811076,0.3232423215,0.0000745701,0.0000538120,1.3857515892,0.0080021475,-10.6709900000,0.0033333333,0.0000111111,0.0000266500,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0080021475,1771756800,68099.37,1
2026-02-22T10:45:00,55340232221131975441,68079.4396283000,68099.3600000000,0.0292604813,-0.0000107196,-0.0000105727,-0.5415018527,0.0000019630,0.0000035554,0.5521186687,0.0002311376,-2.8324100000,0.0066666667,0.0000444444,0.0000270100,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0002311376,1771757100,68106.54,1
2026-02-22T10:50:00,55340232221131975450,68088.9900000000,68106.5300000000,0.0257604056,-0.0000001468,-0.0000001468,-0.0168847242,0.0000001605,0.0000010552,0.1521321617,0.0084974383,-0.6108800000,0.0033333333,0.0000111111,0.0000270500,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0084974383,1771757400,68147.54,1
2026-02-22T10:55:00,55340232221131975458,68127.4400000000,68147.5400000000,0.0295035304,0.0000000000,-0.0000360975,0.4539020669,0.0000043180,0.0000148895,0.2900018757,-0.0113201537,-0.0991800000,0.0066666667,0.0000444444,0.0000272800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0113201537,1771757700,68129.56,0
2026-02-22T11:00:00,55340232221131975467,68112.8700000000,68129.5600000000,0.0245034455,-0.0000001468,-0.0002213185,-2.0117048758,0.0000184810,0.0000232657,0.7943459526,-0.0031168437,-3.9815400000,0.0033333333,0.0000111111,0.0000274000,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0031168437,1771758000,68186.36,1
2026-02-22T11:05:00,55340232221131975476,68182.5500000000,68186.3600000000,0.0055879400,-0.0002000200,-0.0001140926,1.2926280044,0.0000340776,0.0000296625,1.1488439216,-0.0102274280,-1.7295700000,0.0066666667,0.0000444444,0.0000271500,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0102274280,1771758300,68207.46,1
2026-02-22T11:10:00,55340232221131975485,68206.6000000000,68207.4600000000,0.0012608750,-0.0002502346,-0.0002757383,-0.4057590284,0.0000289167,0.0000298954,0.9672651566,-0.0054947951,-0.0780100000,1.0000000000,1.0000000000,0.0000272600,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0054947951,1771758600,68207.61,1
2026-02-22T11:15:00,55340232221131975493,68198.6612179300,68207.6000000000,0.0131069759,-0.0001350198,-0.0001350198,-0.2501499927,0.0000355105,0.0000290274,1.2233449745,-0.0068180332,-1.9463600000,0.0033333333,0.0000111111,0.0000273100,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0068180332,1771758900,68219.72,1
2026-02-22T11:20:00,55340232221131975502,68202.3252698800,68219.7200000000,0.0255045998,0.0000000000,-0.0000002932,-0.2225192844,0.0000012493,0.0000072927,0.1713100858,-0.0082489964,-0.1785100000,0.0033333333,0.0000111111,0.0000268800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0082489964,1771759200,68219.73,1
2026-02-22T11:25:00,55340232221131975511,68204.5500000000,68219.7200000000,0.0222419179,-0.0000001466,-0.0000001466,0.2149313887,0.0000014526,0.0000059382,0.2446157295,0.0007671639,-0.0005000000,0.0066666667,0.0000444444,0.0000268300,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0007671639,1771759500,68231.0,1
2026-02-22T11:30:00,55340232221131975519,68210.1027601100,68231.0000000000,0.0306365759,0.0000001466,0.0000000000,0.0053183200,0.0000007290,0.0000031314,0.2328143591,-0.0056609189,-0.0818400000,0.0033333333,0.0000111111,0.0000267200,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0056609189,1771759800,68238.13,1
2026-02-22T11:35:00,55340232221131975528,68211.0159831400,68238.1300000000,0.0397502023,0.0001484617,0.0002729052,1.0334513658,0.0000243386,0.0000209912,1.1594667474,-0.0079965946,-0.0191500000,0.0066666667,0.0000444444,0.0000261200,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0079965946,1771760100,68171.73,0
2026-02-22T11:40:00,55340232221131975537,68156.6460000000,68171.7300000000,0.0221313707,0.0000000000,0.0001383367,-0.5546387573,0.0000057857,0.0000137879,0.4196216714,0.0001620859,0.0554100000,0.0066666667,0.0000444444,0.0000255500,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0001620859,1771760400,68186.45,1
2026-02-22T11:45:00,55340232221131975546,68170.5400000000,68186.4500000000,0.0233385272,-0.0000001467,-0.0000001467,0.4144399767,0.0000000858,0.0000004130,0.2076588857,-0.0081363999,-0.3041400000,0.0033333333,0.0000111111,0.0000243500,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0081363999,1771760700,68189.37,1
2026-02-22T11:50:00,55340232221131975555,68172.6880507700,68189.3700000000,0.0244701356,-0.0000001467,-0.0000001467,0.5075481031,0.0000010659,0.0000024047,0.4432289947,-0.0081989166,0.2928100000,0.0066666667,0.0000444444,0.0000249600,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0081989166,1771761000,68199.99,1
2026-02-22T12:07:55,55340232221131975560,68184.6953180300,68199.9900000000,0.0224312537,-0.0000001466,-0.0000001466,0.1022113165,0.0000013834,0.0000058791,0.2353128848,0.0449770829,0.0000000000,0.4166666667,0.1736111111,0.0000256600,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0449770829,1771761900,68199.99,0
2026-02-22T12:14:02,55340232221131975560,68184.6953180300,68199.9900000000,0.0224312537,-0.0000001466,-0.0000001466,0.1022113165,0.0000013834,0.0000058791,0.2353128848,-0.0518962482,0.0000000000,0.3966666667,0.1573444444,0.0000256600,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0518962482,1771762200,68012.17,0
2026-02-22T12:15:00,55340232221131975598,67994.9700000000,68012.1700000000,0.0252959888,0.0001789546,-0.0027577585,-24.9437040593,0.0001907566,0.0002722304,0.7007175553,0.0046153650,3.8842800000,0.0033333333,0.0000111111,0.0000267700,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0046153650,1771762500,68036.0,1
2026-02-22T12:20:00,55340232221131975607,68029.4200000000,68036.0000000000,0.0096722859,-0.0001155204,-0.0001153734,0.1730857636,0.0000205228,0.0000170659,1.2025609843,0.0000000000,-0.9671500000,1.0000000000,1.0000000000,0.0000270900,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0000000000,1771762800,68064.83,1
2026-02-22T12:25:00,55340232221131975615,68046.3000000000,68064.8300000000,0.0272314586,0.0007494195,0.0007494195,5.1383636364,0.0000404462,0.0000408213,0.9908105606,0.0000817546,2.3638800000,0.0033333333,0.0000111111,0.0000269800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0000817546,1771763100,68077.15,1
2026-02-22T12:30:00,55340232221131975623,68061.2888654400,68077.1500000000,0.0233041937,-0.0000242369,0.0000712452,0.2822305775,0.0000056967,0.0000098594,0.5777900436,0.0082734979,-0.5462700000,0.0066666667,0.0000444444,0.0000274900,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0082734979,1771763400,68034.68,0
2026-02-22T12:35:00,55340232221131975632,68027.3990332700,68034.6900000000,0.0107176915,-0.0002607153,-0.0001848886,0.1459412625,0.0000248699,0.0000223458,1.1129536145,-0.0079511903,-1.6203000000,1.0000000000,1.0000000000,0.0000272000,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0079511903,1771763700,67918.04,0
2026-02-22T12:40:00,55340232221131975641,67910.0037685300,67918.0400000000,0.0118336490,-0.0003368199,-0.0012773421,-7.9011133547,0.0000717752,0.0000744972,0.9634617192,0.0029682101,-7.2146700000,0.0033333333,0.0000111111,0.0000267700,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0029682101,1771764000,67892.4,0
2026-02-22T12:45:00,55340232221131975650,67896.7498627800,67892.4000000000,-0.0064065847,-0.0006029785,-0.0010908377,-5.4519274529,0.0000648015,0.0000616963,1.0503299062,0.0055400183,-9.0904400000,1.0000000000,1.0000000000,0.0000281100,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0055400183,1771764300,67886.77,0
2026-02-22T13:04:35,55340232221131975653,67863.0200000000,67886.7700000000,0.0349969689,-0.0002935340,-0.0007029827,-5.1400528136,0.0000737002,0.0000673435,1.0943924320,-0.0508895696,0.0000000000,0.6566666667,0.4312111111,0.0000285800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0508895696,1771765200,67886.77,0
2026-02-22T13:20:21,55340232221131975653,67863.0200000000,67886.7700000000,0.0349969689,-0.0002935340,-0.0007029827,-3.5344122633,0.0000737002,0.0000673435,1.0943924320,0.0435110133,0.0000000000,0.0666666667,0.0044444444,0.0000285800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,0.0435110133,1771766400,67886.77,0
2026-02-22T13:36:16,55340232221131975653,67863.0200000000,67886.7700000000,0.0349969689,-0.0002935340,-0.0007029827,-5.1400528136,0.0000737002,0.0000673435,1.0943924320,-0.0587783385,0.0000000000,0.9166666667,0.8402777778,0.0000285800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0587783385,1771767300,67886.77,0
2026-02-22T13:53:14,55340232221131975653,67863.0200000000,67886.7700000000,0.0349969689,-0.0002935340,-0.0007029827,-5.1400528136,0.0000737002,0.0000673435,1.0943924320,-0.0586178511,0.0000000000,0.7333333333,0.5377777778,0.0000285800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0586178511,1771768200,67626.09,0
2026-02-22T13:59:08,55340232221131975653,67863.0200000000,67886.7700000000,0.0349969689,-0.0002935340,-0.0007029827,-5.1400528136,0.0000737002,0.0000673435,1.0943924320,-0.0673788003,0.0000000000,0.1733333333,0.0300444444,0.0000285800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0673788003,1771768500,67652.38,0
2026-02-22T14:00:00,55340232221131975780,67635.4050000000,67652.3800000000,0.0250978020,0.0000573537,-0.0033116148,-18.1484848485,0.0002036706,0.0003152933,0.6459718279,-0.0027349888,0.0966100000,0.0033333333,0.0000111111,0.0000248400,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0027349888,1771768800,67536.34,0
2026-02-22T14:05:00,55340232221131975789,67522.1400000000,67536.3400000000,0.0210301392,-0.0007200936,-0.0010307652,-4.4398659149,0.0000804558,0.0000784602,1.0254349978,-0.0338384068,-20.3129300000,1.0000000000,1.0000000000,0.0000263800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0338384068,1771769100,67578.77,1
2026-02-22T14:10:00,55340232221131975797,67575.7400000000,67584.8200000000,0.0134367748,0.0001479732,-0.0003335992,-5.8751330909,0.0000342816,0.0000468511,0.7317125534,-0.0060152816,-0.3594000000,0.0033333333,0.0000111111,0.0000269000,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0060152816,1771769400,67650.32,1
2026-02-22T14:15:00,55340232221131975807,67635.2350995400,67650.3100000000,0.0222885312,-0.0000861748,-0.0000128602,1.7198214868,0.0000125022,0.0000207437,0.6026969967,-0.0084665058,0.6733700000,0.0033333333,0.0000111111,0.0000278800,0.0100000000,0.9900000000,0.5000000000,0.9800000000,-0.0084665058,1771769700,67585.26,0
